
37692812,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37693754,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37693812,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37694757,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37694815,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37695754,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37695812,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37696750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37696808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37697751,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37697788,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37698751,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37698809,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37699752,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37699811,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37700751,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37700809,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37701750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37701808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37702749,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37702808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37703750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37703808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37704750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37704808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37705750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37705808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37706750,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37706808,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37707754,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37707812,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
37708757,        0, $GPGGA,,,,,,0,00,99.99,,,,,,*48
37708815,        0, $GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
